ID,Tweet,Date,Via
308307114709880832,stop making fun of requirejs,"07:05:18, 3-4, 2013",web
308302788671193088,Thank Crockford above,"06:48:07, 3-4, 2013",web
308291453199712256,"using a moving target to compile to yet another moving target, that is JavaScript","06:03:04, 3-4, 2013",web
308263848379564033,Everything is fun and games until you have callbacks,"04:13:23, 3-4, 2013",web
308243381727940608,"You certainly don’t need to tell me how much of a headache it’s been to extend DOM nodes; I was there, man. I was in the shit.","02:52:03, 3-4, 2013",web
308099865727098880,"I honestly find ""callback hell"" a lot easier","17:21:46, 3-3, 2013",Twitter for Android
308066806944391169,Lets bikeshed the name,"15:10:25, 3-3, 2013",web
307984373217624064,But seriously What's jQuery,"09:42:51, 3-3, 2013",web
307975194356625408,"But … how does it work? It's magic, stupid!™","09:06:22, 3-3, 2013",web
307947784932311041,Correction: Javascript NOT more dynamic than Python,"07:17:27, 3-3, 2013",web
307905175199285249,JavaScript make me sad,"04:28:09, 3-3, 2013",web
307580090047414272,"I think @horse_css actually gets the joke, and @horse_js is just a soap box","06:56:22, 3-2, 2013",web
307570438685487104,"big, really big. Well it's actually small. Look, just try it","06:18:01, 3-2, 2013",web
307556578092003328,"Another javascript engine, eh?! “Why should we care?”","05:22:57, 3-2, 2013",web
307551021297704960,all caremad about JavaScript,"05:00:52, 3-2, 2013",web
307342012342996992,those js ninja tricks,"15:10:20, 3-1, 2013",web
307260303714955265,Grunt kind of broke this,"09:45:39, 3-1, 2013",web
307241976523264000,speaking at TXJS! Come see,"08:32:50, 3-1, 2013",web
307227463019294720,are all WebKits not the same?,"07:35:09, 3-1, 2013",web
307193355996123136,apparently TC39 doesn't have to like you,"05:19:38, 3-1, 2013",web
307189983805063169,How to troll using HTML5 localStorage,"05:06:14, 3-1, 2013",web
307184776719253504,"comparing object is not the same guys, c'mon","04:45:32, 3-1, 2013",web
307165706833780736,we suspended belief in Web Components,"03:29:46, 3-1, 2013",web
307159837714829313,"If you use Yeoman, please","03:06:26, 3-1, 2013",web
307148410602000384,all other platforms should just do what Node does,"02:21:02, 3-1, 2013",web
307138948025696258,No amount of beating will bring this horse back,"01:43:26, 3-1, 2013",web
306876317809381378,I'm genuinely curious: at what point will we stop being fascinated by what can be done in HTML5,"08:19:50, 2-28, 2013",web
306870582883000320,"the web USED to work, back when innovation happened fast, in the browser war days","07:57:02, 2-28, 2013",web
306863824290590721,"js libs, you are probably doing it wrong","07:30:11, 2-28, 2013",web
306849990100254720,Firefox OS is HTML+CSS. Not just the apps. Even the battery,"06:35:13, 2-28, 2013",web
306839096486141953,I can’t believe you made me open up a goddamn pull request for this.,"05:51:56, 2-28, 2013",web
306828973105627137,"I want to take my JavaScript ""to the next level""","05:11:42, 2-28, 2013",web
306818392550174720,use this terrible build script in your project!,"04:29:39, 2-28, 2013",web
306807976629518336,native apps should really be hybrid apps,"03:48:16, 2-28, 2013",web
306796658782519296,"Were I still on the B2G/FirefoxOS team, I would be offering abject apologies","03:03:18, 2-28, 2013",web
306784906112024576,Yesterday was a frustrating day because of the Coffeescript,"02:16:36, 2-28, 2013",web
306770528608325633,just move your files to the root of your folder. If there are too many files then don't have so many files.,"01:19:28, 2-28, 2013",web
306639232510861312,"crack it open, using internet tutorials and hidden tricksy tricks","16:37:44, 2-27, 2013",web
306619024081580032,JavaScript: the narcissism,"15:17:26, 2-27, 2013",web
306574347630424064,"doing this kind of work before, you already know: Thar be dragons","12:19:55, 2-27, 2013",web
306567311966478336,killin zombies in @nodejs,"11:51:57, 2-27, 2013",web
306556796926058496,imagine a world without @JSHint,"11:10:10, 2-27, 2013",web
306546511477616640,"streams. After a valiant fight, I give up","10:29:18, 2-27, 2013",web
306539210532343808,only a handful of devs really understand promises; everyone else is just jumping on bandwagon,"10:00:17, 2-27, 2013",web
306516039204741120,Lo-Dash made me,"08:28:13, 2-27, 2013",web
306495018334556161,"some popular whiners believe, not all client-side architectures are bloated or unwieldy","07:04:41, 2-27, 2013",web
306463147584282624,Why not just embed TeX?,"04:58:02, 2-27, 2013",web
306453423593754625,IE10 continues to lead on JavaScript performance,"04:19:24, 2-27, 2013",web
306435121249153024,Great news for web standards: IE,"03:06:40, 2-27, 2013",web
306422308162113538,json won't compile,"02:15:45, 2-27, 2013",web
306212680891527168,http: Handle hangup writes more,"12:22:46, 2-26, 2013",web
306191682834165760,NPM modules are just nerdy,"10:59:20, 2-26, 2013",web
306158914171441152,Why do we keep writing REST API clients,"08:49:07, 2-26, 2013",web
306148104095281152,How do I “think in AngularJS”,"08:06:10, 2-26, 2013",web
306140145260838912,"About Literate CoffeeScript, i wonder","07:34:33, 2-26, 2013",web
306101077667876864,commonjs module support in require.js: best of both worlds,"04:59:18, 2-26, 2013",web
306081289646260227,I recommend to never use the id attribute,"03:40:40, 2-26, 2013",web
306053803508121600,Is there anything you can't build with javascript?,"01:51:27, 2-26, 2013",web
305769716646023169,SUIT. FOX. PHONE. OMFG. FOXPHONESUIT. OMFG.,"07:02:36, 2-25, 2013",web
305763379002368002,use web tech to build apps. The tide has turned.,"06:37:25, 2-25, 2013",web
305716892579016704,Are we supposed to tell @paul_irish about all plans?,"03:32:41, 2-25, 2013",web
305553589001138176,EVERYTHING should be in HTML5/JavaScript now,"16:43:47, 2-24, 2013",web
305409789687627777,are the core problems with Javascript in your mind?,"07:12:22, 2-24, 2013",web
305375638326497281,var declares a variable. But...you don't need it,"04:56:40, 2-24, 2013",web
305368579208015872,are there any node.js security issues or concerns?,"04:28:37, 2-24, 2013",web
305185530923057152,"Can someone tell me? ""Why am I a "" + typeof","16:21:15, 2-23, 2013",web
305107473839300608,now with more unix!,"11:11:05, 2-23, 2013",web
305067557877084160,"it's very easy to disagree and create your own fork, everybody","08:32:28, 2-23, 2013",web
305046523975188482,Problem: too much JavaScript in your page to handle,"07:08:53, 2-23, 2013",web
305001730532315136,Ignorance of Deferred is not a valid reason,"04:10:53, 2-23, 2013",web
304988343656148992,Let me sing you the song of my contributions.,"03:17:42, 2-23, 2013",web
304982311835926531,freestyle 80s battle rap generator,"02:53:44, 2-23, 2013",web
304952744463196160,Is there any reason to *not* use Node for a website?,"00:56:14, 2-23, 2013",web
304820942931111936,The photo of Brendan Eich is a resized version of his wikipedia photo,"16:12:30, 2-22, 2013",web
304817499696930816,ME --> @domenic ~ rpattiz?! http://t.co/Son4UvnK0o,"15:58:49, 2-22, 2013",web
304735149940174849,I'm wondering what a 1.0 version release of Node will look like,"10:31:36, 2-22, 2013",web
304703569737699328,Chromium https://t.co/iU4XCGTvpQ and WebKit https://t.co/LrUmnhV9wc are fixing all the bugs that jQuery has,"08:26:06, 2-22, 2013",web
304665746313719809,"10:00 AMBrendan EichWhat is JavaScript, anyways?","05:55:48, 2-22, 2013",web
304653519238082560,fixes what's wrong with Javascript by creating a complete platform for strongly-typed variables,"05:07:13, 2-22, 2013",web
304641685210660864,HarlemShakeJS,"04:20:12, 2-22, 2013",web
304409186698141696,Bad news: you have to handle these events.,"12:56:20, 2-21, 2013",web
304395655210741761,"do you consider ""best practice"" when coding?","12:02:34, 2-21, 2013",web
304387422186262528,"you can compile JS into asm.js with js.js in emscripten and it makes it faster, why","11:29:51, 2-21, 2013",web
304373359720939520,Accept JavaScript as your personal savior!,"10:33:58, 2-21, 2013",web
304354565699022848,ponies love console.table!,"09:19:17, 2-21, 2013",web
304340348098994179,everyone should just shut down all R&D in web technologies that compete with or don't use JavaScript,"08:22:48, 2-21, 2013",web
304305516220387328,"My conclusion, after some IETF discussion: No immediate need for JSON","06:04:23, 2-21, 2013",web
304292582924619778,use `textContent`/`innerText` or `createTextNode` to strip or escape HTML,"05:12:59, 2-21, 2013",web
304267228059152384,"something about JavaScript bytecode being the only path forward, or something","03:32:14, 2-21, 2013",web
304242464426954752,NOTHING IS TOO CRAZY IF IT WILL GO FASTER!,"01:53:50, 2-21, 2013",Twitter for iPhone
304107956079820802,doublish Similar to intish,"16:59:21, 2-20, 2013",Twitter for iPhone
304001107334688770,open source projects === trolling,"09:54:46, 2-20, 2013",web
303938254883913728,Why you should use Framework XYZ instead of Boostrap,"05:45:01, 2-20, 2013",web
303914384198074368,“better than jQuery.” Everybody else,"04:10:10, 2-20, 2013",web
303902084263182336,say I’m friends with @paul_irish from time to time,"03:21:17, 2-20, 2013",web
303883068798816256,Single quotes save bandwidth,"02:05:44, 2-20, 2013",Twitter for iPhone
303730211130851328,"Oh argh, the dynamically-generated nature of the pages","15:58:20, 2-19, 2013",web
303710051862970368,I am not smart enough to get some JavaScript working,"14:38:13, 2-19, 2013",web
303639694393110528,Random Javascript point and click game demo in alpha quality,"09:58:39, 2-19, 2013",web
303621730755297280,v8 still soundly trounces everybody,"08:47:16, 2-19, 2013",web
303585397227786240,Gecko-based browser! Tell your friends!,"06:22:53, 2-19, 2013",Twitter for iPhone
303313100579426304,nodejs powered door opener that presses a button so I dont have to,"12:20:53, 2-18, 2013",web
303280944092180480,Apparently it's possible to build WTF,"10:13:06, 2-18, 2013",web
303259874911989760,var ಠ_ಠ,"08:49:23, 2-18, 2013",web
303168091930624001,that time when you avoid negativity for the sake of the people,"02:44:40, 2-18, 2013",Twitter for iPhone
302938495146676224,birthday Node!,"11:32:20, 2-17, 2013",Twitter for iPhone
302907182767280128,I'm using UA sniffing instead of feature detection,"09:27:54, 2-17, 2013",Twitter for iPhone
302867839205900289,"the public, demands DRM for HTML5","06:51:34, 2-17, 2013",Twitter for iPhone
302771191096172544,YUI? I'm so confused,"00:27:31, 2-17, 2013",Twitter for iPhone
302534078849228800,"works ""everywhere"" flawlessly without testing","08:45:19, 2-16, 2013",Twitter for iPhone
302514086619541504,your face is unsound!,"07:25:53, 2-16, 2013",Twitter for iPhone
302499544623640576,where Brendan Eich issues oppressive decrees from his throne of skulls: Maybe Mozilla,"06:28:06, 2-16, 2013",Twitter for iPhone
302461096185454594,"Hoisting, Really?","03:55:19, 2-16, 2013",Twitter for iPhone
302455459611308033,Monolithic with James Halliday,"03:32:55, 2-16, 2013",Twitter for iPhone
302438843175534592,meteor is getting a lot of publicity in Russia,"02:26:53, 2-16, 2013",web
302414720613376000,The web needs multiple implementations of its evolving standards to keep them interoperable.,"00:51:02, 2-16, 2013",web
302294935938424832,I always called Opera the Douglas Crockford of browsers as it was ruthless,"16:55:03, 2-15, 2013",web
302184838054682624,promise all the things,"09:37:34, 2-15, 2013",web
302144920645423104,Horse JS Loves James Halliday,"06:58:57, 2-15, 2013",web
302122770970587137,inventor of HTML5 confirms that Glazkov invented Android,"05:30:56, 2-15, 2013",web
302119410095771648,use the web my way. You're not doing it right,"05:17:35, 2-15, 2013",web
302102967140614145,"Other than that, just like IE6!","04:12:14, 2-15, 2013",web
302075191138349056,What I see when you use tabs.TROLOLOL~,"02:21:52, 2-15, 2013",web
301902484962701313,just use ES6 imports... ta-da! Why is that hard?,"14:55:36, 2-14, 2013",Twitter for iPhone
301856395563765760,A Joyful HTML5,"11:52:27, 2-14, 2013",web
301840218137444352,the jQuery of Browser Engines,"10:48:10, 2-14, 2013",web
301811413586944000,Keep making JS-powered helicopters and browser computer,"08:53:43, 2-14, 2013",web
301763348993814528,less browser engine It’s a sad,"05:42:43, 2-14, 2013",web
301747014012637184,remove -o- vendor prefixes,"04:37:48, 2-14, 2013",web
301702770220752897,Today's multi-column fix is a symbolic patch for our first day. More to come.,"01:42:00, 2-14, 2013",web
301696182164525056,how I can my code in <script> tags instead,"01:15:49, 2-14, 2013",Twitter for iPhone
301530241917145088,but i don't know if it is the best way to go. Maybe there are other libraries that are better to use?,"14:16:26, 2-13, 2013",web
301521759159607296,lock your peer dependencies down to specific patch versions. It would be really annoying,"13:42:44, 2-13, 2013",web
301491790010257408,Why is like this? I don't understand.,"11:43:38, 2-13, 2013",Twitter for iPhone
301468519860670464,Nuke it from orbit and just bind all the methods!,"10:11:10, 2-13, 2013",web
301437198228668416,this: you are not supposed to have any logic in your template because that is bad,"08:06:43, 2-13, 2013",web
301432293917065216,Are you just a horse with a fake horn scotch-taped to your head?,"07:47:13, 2-13, 2013",web
301386594588438528,oauth fuck oauth fuck oauth fuck it,"04:45:38, 2-13, 2013",web
301372634267009024,there's little point in using transparent compilation,"03:50:09, 2-13, 2013",web
301354944932503553,"I need handlebars, no mustache, wait, DoT.js is better, hang on","02:39:52, 2-13, 2013",web
301342582271774722,Quacks like an Array Duck,"01:50:44, 2-13, 2013",web
301317753040683008,"Not only is Firefox consistently faster than Chrome, it’s faster by a factor of 2-5x!","00:12:05, 2-13, 2013",web
301166556602318849,I like to think @substack is doing an art piece,"14:11:17, 2-12, 2013",Twitter for iPhone
301147012324290561,code that actually works with NPM because I am too impatient,"12:53:37, 2-12, 2013",web
301119276788633600,expect to be waking up to a Johnny-5 drone army Terminator future,"11:03:24, 2-12, 2013",web
301085765578919937,PINNING THE GIRLS AGAINST THE BOYS,"08:50:15, 2-12, 2013",web
301077054806450176,There's a serious problem with some of the legacy code where I work,"08:15:38, 2-12, 2013",web
301056052101779457,the DOM and that sneaky JavaScript language.,"06:52:10, 2-12, 2013",web
301038412717240320,can has lolcode in my browser?,"05:42:05, 2-12, 2013",web
301018204946444288,"For intelligent JavaScript discourse, make sure you unfollow","04:21:47, 2-12, 2013",web
300977488350285824,What's a Preprocessor Hipster?,"01:39:59, 2-12, 2013",web
300970085114335232,"Congratulations, your code is now spaghetti","01:10:34, 2-12, 2013",web
300867409265438720,if only tc39 had,"18:22:34, 2-11, 2013",web
300824667869036544,es6 modules discourage writing modular components,"15:32:44, 2-11, 2013",web
300662991710461954,love demands doing a lot of stuff in JavaScript,"04:50:17, 2-11, 2013",web
300647300248768512,all these newfangled libraries are actually detrimental,"03:47:56, 2-11, 2013",web
300619619637526529,"I personally don't care about, the module debate","01:57:57, 2-11, 2013",Twitter for iPhone
300461068738785281,"read in the voice of Bravo's ""Real Housewives of New York"" when discussing ES6","15:27:55, 2-10, 2013",web
300434088152674304,Static analysis is easy,"13:40:43, 2-10, 2013",web
300391421691691008,How to Become a JavaScript Master in 1 Week,"10:51:10, 2-10, 2013",web
300371590279999488,Hey jQuery robots!,"09:32:22, 2-10, 2013",web
300350741934120960,emit some data. Guess what happens.,"08:09:31, 2-10, 2013",web
300336280401752065,es-discuss is just a mailing list - not yet self-aware,"07:12:03, 2-10, 2013",web
300324070245928960,does continuum's module system work?,"06:23:32, 2-10, 2013",web
300315386572845056,1. get rid of es-discuss 2. talk more,"05:49:02, 2-10, 2013",web
300281073479348224,Dojo already solved this,"03:32:41, 2-10, 2013",Twitter for iPhone
300084433728462848,all my future git branches,"14:31:18, 2-9, 2013",web
300062057603166208,think promises are a good idea? Just don't,"13:02:24, 2-9, 2013",web
300008955533479937,"ember, backbone, angular: kill","09:31:23, 2-9, 2013",web
299975800969633792,"ALSO, I have NOT tested this with all browser versions, ... so I apologize if your voodoobuntunix3.0 or whatever doesn't work","07:19:38, 2-9, 2013",web
299912672021991424,I've decided to use Java for all DOM manipulation,"03:08:47, 2-9, 2013",web
299900360384999425,horses shouldn't write javascript. bad horse.,"02:19:52, 2-9, 2013",web
299880026059448320,a need for browser detection is woefully naïve,"00:59:04, 2-9, 2013",web
299782109948674048,Bootstrap 2.3. Oh shit,"18:29:59, 2-8, 2013",web
299675661835051009,CoffeeScript jumped the shark and now it's cool,"11:27:00, 2-8, 2013",web
299657313537622017,open source node.js rest application witch,"10:14:05, 2-8, 2013",web
299630456213749761,CoffeeScript makes it infuriatingly difficult,"08:27:22, 2-8, 2013",web
299624375492149249,JavaScript Boy Band,"08:03:12, 2-8, 2013",web
299610075448872962,"Luckily, this is actually a really solvable problem… All we have to do is get users to upgrade their silly browsers","07:06:23, 2-8, 2013",web
299590817369169920,All client side vulnerabilites in web security are because of cookies. I repeat: Cookies. They made web broken.,"05:49:51, 2-8, 2013",web
299580992904122368,about screen readers: they can’t work with JavaScript,"05:10:49, 2-8, 2013",web
299570535795392513,"Shaders, Shaders, Shaders","04:29:16, 2-8, 2013",web
299522644112441348,I just finished javascript track on code academy and I have no idea,"01:18:57, 2-8, 2013",web
299357577014296577,sort of hate that I have to endure code reviews from someone that thinks,"14:23:02, 2-7, 2013",web
299314767741460480,Parrots don’t really understand JavaScript,"11:32:56, 2-7, 2013",web
299301467385393153,From time to time people mention that they've heard that JavaScript doesn't have classes,"10:40:05, 2-7, 2013",web
299250404506628097,Calbacks are driving me mad,"07:17:10, 2-7, 2013",web
299218300469125120,I'm think I'm OK at JS (I think),"05:09:36, 2-7, 2013",web
299186017922076673,"No, i dont want the smarter idea, i want to write the arguments","03:01:19, 2-7, 2013",web
299171448189235200,Ember.js apps are heavy. You just end up hand-rolling a ton.,"02:03:26, 2-7, 2013",Twitter for iPhone
298945970824151041,Always feels hood to bang out some js,"11:07:28, 2-6, 2013",web
298943019078520832,why does javascript hard to read for some people,"10:55:44, 2-6, 2013",web
298908880036065280,I know the client code is a mess. It will be refactored - I promise.,"08:40:05, 2-6, 2013",web
298880705411305473,Callback style is the closest to the metal,"06:48:07, 2-6, 2013",Twitter for iPhone
298828295087218688,When translating input source code to JS you usually lose,"03:19:52, 2-6, 2013",web
298815821956919296,"Please, please, please, use the jQuery","02:30:18, 2-6, 2013",web
298802036672196608,do chaining … if chaining how you roll,"01:35:31, 2-6, 2013",web
298632908900552704,Ascending to Callback Nirvana,"14:23:28, 2-5, 2013",web
298556556650360832,setInterval doesn’t care,"09:20:04, 2-5, 2013",web
298512444014338048,"Hello Chrome, it’s Firefox calling!","06:24:47, 2-5, 2013",web
298481339936669696,This is the face I make when I see jQuery,"04:21:11, 2-5, 2013",web
298223405767987201,I think it was written by ActionScript devs,"11:16:15, 2-4, 2013",Twitter for iPhone
298172170566246401,sometimes i wish i was @horse_js,"07:52:39, 2-4, 2013",web
297959463334326272,githug?,"17:47:26, 2-3, 2013",web
297939898537746432,"If you weren’t already confused about components, then get ready","16:29:41, 2-3, 2013",web
297919600597807104,we all are knowledgeable folks here and know what this means or doesn't mean,"15:09:02, 2-3, 2013",web
297906304146604032,you know JavaScript? Really? Are you sure?,"14:16:12, 2-3, 2013",web
297842206646095873,pushing megabytes of JavaScript to a graphing calculator. It's not gonna work.,"10:01:30, 2-3, 2013",Twitter for iPhone
297509277243944961,"In javascript, try/catch isn't a way of life","11:58:33, 2-2, 2013",web
297452580827693057,the box model has so many boxes,"08:13:16, 2-2, 2013",web
297429434313605120,Sugar. Would you use it?,"06:41:17, 2-2, 2013",web
297386950321647617,Turbolinks will surprise you,"03:52:28, 2-2, 2013",web
297362597840289792,I’ve been deep in the Angularjs world and have gone through the many emotions,"02:15:42, 2-2, 2013",web
297340596224397315,AMD Is Not Focused On Solving Dependencies,"00:48:17, 2-2, 2013",web
297163466555420674,"what's the matter with a bunch of script tags, anyway?","13:04:26, 2-1, 2013",web
297104624253538305,I've played around with most of the JavaScript MV(whatever)'s and I'm just not sure,"09:10:37, 2-1, 2013",web
297076994632454144,"The code is a mess and the app has no purpose, other than being","07:20:49, 2-1, 2013",web
297056648177008640,tl;dr: Don’t be a Jerk Need Help?,"05:59:58, 2-1, 2013",web
297035904546131968,"I actually had to test it. Normally, there is no reason to","04:37:32, 2-1, 2013",web
297019302018686976,VMs for Mac and Linux coming soon. So you don't have to bother,"03:31:34, 2-1, 2013",web
296993696497430530,What is a Tail Call and Why Should I Care,"01:49:49, 2-1, 2013",web
296765202580533250,Writing Unit tests :-(,"10:41:52, 1-31, 2013",web
296755704142905344,Walking through the javascript memory,"10:04:07, 1-31, 2013",web
296737975147053056,use JSLint for evil,"08:53:41, 1-31, 2013",web
296696262202384386,"If you're using Backbone, beware","06:07:55, 1-31, 2013",web
296635679029460992,You Might Not Know About JSON,"02:07:11, 1-31, 2013",web
296620575097503745,"ending your JavaScript statements, semicolons are","01:07:10, 1-31, 2013",web
296412554161442817,JavaScript Promises? tl;dr,"11:20:34, 1-30, 2013",web
296364973414830081,"high-performance, low-level JavaScript. I now believe it’s conceivable","08:11:30, 1-30, 2013",web
296346830084648960,manipulating the DOM from javascript is probably your best option,"06:59:24, 1-30, 2013",web
296330273434513408,JSON.stringify?! SHEESH!,"05:53:37, 1-30, 2013",web
296312863440650241,"What does the code do, and why?","04:44:26, 1-30, 2013",web
296282267372892160,pumped up to go and buy a drone and make it do fun,"02:42:51, 1-30, 2013",web
296258647821004800,node.js that fits in my pocket. boom,"01:09:00, 1-30, 2013",web
296032734596435968,"I live in Node's future, not its present","10:11:18, 1-29, 2013",web
296001979111571456,The problem is that only the last item in the array is being referenced by every anonymous function I create.,"08:09:05, 1-29, 2013",web
295976262957146113,What is this thing called HTML? It can be confusing,"06:26:54, 1-29, 2013",web
295958886496759808,evil Twitter imperialists hell-bent on wrestling,"05:17:51, 1-29, 2013",web
295913983221829633,I quite a lot about javascript,"02:19:26, 1-29, 2013",web
295899129589149696,Uh... Not sure how to describe closure to a five year old...,"01:20:24, 1-29, 2013",web
295662989040812033,so as any JavaScript programmer would do I decided to rewrite the entire thing,"09:42:04, 1-28, 2013",web
295617914378276864,not feature-testing (sue me!),"06:42:57, 1-28, 2013",web
295599935439663105,javascript for peasants,"05:31:31, 1-28, 2013",web
295564091475501056,"I haven't tested as to whether this works, but the methods seem sound in my head.","03:09:05, 1-28, 2013",web
295304115192483840,something is very wrong with functional-style programming in JavaScript,"09:56:02, 1-27, 2013",web
295251380036325377,JSON to JQuery: What am I doing,"06:26:29, 1-27, 2013",web
295241917246091266,"node.js's most complete ""utility grab-bag"". Dedicated to substack","05:48:53, 1-27, 2013",web
295201850045636608,The page at http://t.co/DK3J7ppn says: <p>This will not work optimally on your browser because the following issues:</p>,"03:09:40, 1-27, 2013",web
295194555878346752,that whole thing where I have a folder called 'libs' with all sorts of crazy JS in it. That's a pretty sweet deal,"02:40:41, 1-27, 2013",web
295179013285097472,anyone written a voxel engine in JS?,"01:38:55, 1-27, 2013",web
294952461347733504,Firefox is almost two to three times faster than itself when semicolons are included,"10:38:41, 1-26, 2013",web
294920236627542017,"if your methods are over 5 lines long, they’re too complex.","08:30:38, 1-26, 2013",web
294902207856394240,`parseInt()`?,"07:19:00, 1-26, 2013",web
294882524600094720,I don't mind using jQuery but I would rather not,"06:00:47, 1-26, 2013",web
294854011142680576,When somebody says JS has a “beautiful object model”,"04:07:29, 1-26, 2013",web
294845639383199744,I need to make script but i can't figure it out how,"03:34:13, 1-26, 2013",web
294836673529933824,"work around Firefox, we can","02:58:35, 1-26, 2013",web
294644496417832960,I OPEN THE JS FILE MANUALLY,"14:14:56, 1-25, 2013",web
294589266544177152,to be an ass I added some explications on the on() api instead,"10:35:29, 1-25, 2013",web
294575871505887233,haven’t thought about Internet Explorer in a while,"09:42:15, 1-25, 2013",web
294558487751585794,“should command-line apps be written in JavaScript at all?” Of course,"08:33:10, 1-25, 2013",web
294505536936873984,want to reinvent everything. It’s exhausting,"05:02:46, 1-25, 2013",web
294488379645624323,"I took every single example from your README, and show you below how everything can be reimplemented with sed","03:54:35, 1-25, 2013",web
294458089745309697,"why my page crashes? (""aw, snap!""","01:54:14, 1-25, 2013",web
294225446265057281,trust Javascript crypto,"10:29:47, 1-24, 2013",web
294205609274904576,Narwhal is glorious,"09:10:57, 1-24, 2013",web
294098199675801602,CommonJS: Why,"02:04:09, 1-24, 2013",web
293860092472881152,the Web is broken now that @jquery has dropped .browser,"10:18:00, 1-23, 2013",web
293847697784459264,search for nude photos? That's why FirefoxOS is important.,"09:28:45, 1-23, 2013",web
293833086301515776,I'm not cool enough for @jsconf,"08:30:41, 1-23, 2013",web
293812754177982464,"if you’re going to hate semicolons, you might as well go all the way","07:09:54, 1-23, 2013",web
293796930482479104,What is interesting about Firefox OS,"06:07:01, 1-23, 2013",web
293736229017645056,All of these are built on top of WTF,"02:05:49, 1-23, 2013",web
293491856665374721,I've never really kept up with JavaScript standards or patterns. Maybe I should,"09:54:46, 1-22, 2013",web
293440865563705344,npm actually makes it *harder*,"06:32:08, 1-22, 2013",web
293418354981605376,"In retrospect, I'm not sure why I ever thought this was a good idea","05:02:41, 1-22, 2013",web
293387773715562497,"I'm picky, and nothing I've found handles JS/CS compilation like I want it to.","03:01:10, 1-22, 2013",web
293089951841656832,Internet cat feeder,"07:17:44, 1-21, 2013",web
293022955489853440,"see, the instanceof operator is way faster than throwing and catching when an error is made. Counter-intuitive, don't you think?","02:51:31, 1-21, 2013",web
292787214868434945,the 6th hell called source maps,"11:14:46, 1-20, 2013",web
292770220009979905,"""Uncaught TypeError: Object has no method 'spice' ""","10:07:14, 1-20, 2013",web
292699037562454016,"instrument to distinguish between JS ninjas, JS developers, and JS experts","05:24:23, 1-20, 2013",web
292651894738919425,great. util.inherits,"02:17:03, 1-20, 2013",web
292423099301896192,Correction: I am dumb.,"11:07:54, 1-19, 2013",web
292404076774318080,"Smartphone Version is currently designed for use in portrait mode. To continue, please turn your iPhone to portrait mode.","09:52:19, 1-19, 2013",web
292382452004052992,"from a REST API perspective, how would you name that call?/computah/tell/me/what/i/need/to/know?","08:26:23, 1-19, 2013",web
292367745335562241,Why this regex is causing infinity loop?,"07:27:57, 1-19, 2013",web
292359396061753344,"So far, the new plugins site isn't much better","06:54:46, 1-19, 2013",web
292301263624884224,Tests by Google and Bing have shown that there are performance benefits to caching,"03:03:46, 1-19, 2013",Twitter for iPhone
292280790644056065,guys I have a problem. I have a class,"01:42:25, 1-19, 2013",web
292263859413200896,Not merging this because AMD,"00:35:08, 1-19, 2013",Twitter for iPhone
292057798500560896,abusing JSON in a really bad way,"10:56:19, 1-18, 2013",web
292020644869177344,"Unfortunately, ClojureScript had the issues","08:28:41, 1-18, 2013",web
291987973086511105,JS GEEKS!,"06:18:52, 1-18, 2013",web
291963846502002688,"Being familiar with the stress testing procedure is all well-and-good, but that knowledge won’t really help you","04:43:00, 1-18, 2013",web
291949724758585346,"How do you style, say, text in canvas? How do you drop a shadow on a box, or on text?","03:46:53, 1-18, 2013",web
291932831146450945,"Please note though, the code I am sharing is not functional, meaning you can’t just run it and get it to work","02:39:45, 1-18, 2013",web
291661892160724992,looks like pretty standard JS tempting,"08:43:08, 1-17, 2013",web
291640518310522880,free all the JavaScript,"07:18:12, 1-17, 2013",web
291630651495555073,Acorn.parse_dammit(code),"06:39:00, 1-17, 2013",web
291610235037155328,a pull request with animated gifs in it,"05:17:52, 1-17, 2013",web
291601431075635200,Most folks look to get script evaluation working. I don't.,"04:42:53, 1-17, 2013",web
291592439871975424,who rides the apocalyptic pale horse of C++,"04:07:09, 1-17, 2013",web
291573712044560384,"in the jQuery source, and I keep wondering... why?","02:52:44, 1-17, 2013",web
291556047280275456,"JavaScript isn't working for some reason, can anyone help me","01:42:33, 1-17, 2013",web
291341537617522688,all [].sort s of crazy,"11:30:10, 1-16, 2013",web
291320934852333568,You know we JavaScripters kvetch,"10:08:18, 1-16, 2013",web
291309963152850945,z-index of a billion!,"09:24:42, 1-16, 2013",web
291296289730207745,for those who haven't heard yet: jQuery 2.0 will not support IE,"08:30:22, 1-16, 2013",web
291280343288397824,Callbacks are actually too soft for me.,"07:27:00, 1-16, 2013",web
291265602729947136,there are a few things I'd like to see in a production ready i18n platform...,"06:28:25, 1-16, 2013",web
291249803990544384,WTF is... WebRTC?,"05:25:39, 1-16, 2013",web
291226064997470208,currently: shaking virtual fist at IE team,"03:51:19, 1-16, 2013",web
291192709329338369,"""no strict""; directive","01:38:46, 1-16, 2013",web
290963755658010624,"Somebody will send me straight to Hell for this madness, but it works! :)","10:28:59, 1-15, 2013",web
290949272260726785,Aren’t cross-browser issues the whole reason for jQuery’s existence?,"09:31:26, 1-15, 2013",web
290917358237777920,"Wow, that was way easier than doing it in C++!","07:24:37, 1-15, 2013",web
290895973914386433,look it: Grunt does for workflows,"05:59:39, 1-15, 2013",web
